"売上番号","明細番号","日付","顧客番号","顧客名","担当者","地区","商品番号","商品名","商品分類","価格","数量","計"
558,1000,2014/11/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
559,1001,2014/11/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
559,1002,2014/11/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,4,\11200
560,1003,2014/11/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
560,1004,2014/11/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
560,1005,2014/11/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
561,1006,2014/12/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
561,1007,2014/12/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,8,\36000
562,1008,2014/12/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
562,1009,2014/12/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
562,1010,2014/12/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,12,\33600
563,1011,2014/12/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
563,1012,2014/12/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,20,\58000
564,1013,2014/12/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
564,1014,2014/12/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,8,\22400
564,1015,2014/12/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
565,1016,2014/12/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,5,\17500
565,1017,2014/12/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
566,1018,2014/12/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,10,\25000
566,1019,2014/12/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,8,\28000
567,1020,2014/12/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,8,\22400
568,1021,2014/12/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
568,1022,2014/12/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
569,1023,2014/12/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
569,1024,2014/12/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
570,1025,2014/12/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,15,\42000
570,1026,2014/12/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
570,1027,2014/12/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
571,1028,2014/12/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
571,1029,2014/12/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,8,\36000
572,1030,2014/12/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
572,1031,2014/12/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,15,\42000
572,1032,2014/12/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
573,1033,2014/12/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,8,\22400
573,1034,2014/12/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1002","段ボール箱（小）","梱包材",\1900,2,\3800
573,1035,2014/12/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,15,\43500
573,1036,2014/12/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","O_1002","軽量バインダー","事務用品",\3500,2,\7000
574,1037,2014/12/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
574,1038,2014/12/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
575,1039,2014/12/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
575,1040,2014/12/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,8,\40000
576,1041,2014/12/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,10,\25000
576,1042,2014/12/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,8,\28000
577,1043,2014/12/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,15,\42000
578,1044,2014/12/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
578,1045,2014/12/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
579,1046,2014/12/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
579,1047,2014/12/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,8,\22400
580,1048,2014/12/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
580,1049,2014/12/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,13,\24700
580,1050,2014/12/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,15,\43500
